Time	Entity	Frame	SF	Slot	nodeId	RNTI	bwpId	MsgType
0.0179286	UE  PHY Txed	1	7	0	1	0	0	RACH_PREAMBLE
0.0588571	UE  PHY Txed	5	8	0	1	1	0	SRS
0.138857	UE  PHY Txed	13	8	0	1	1	0	SRS
0.218857	UE  PHY Txed	21	8	0	1	1	0	SRS
0.298857	UE  PHY Txed	29	8	0	1	1	0	SRS
0.378857	UE  PHY Txed	37	8	0	1	1	0	SRS
0.405929	UE  PHY Txed	40	5	0	1	0	0	DL_HARQ
0.406929	UE  PHY Txed	40	6	0	1	0	0	DL_CQI
0.406929	UE  PHY Txed	40	6	0	1	0	0	DL_HARQ
0.407929	UE  PHY Txed	40	7	0	1	0	0	DL_CQI
0.407929	UE  PHY Txed	40	7	0	1	0	0	DL_HARQ
0.408929	UE  PHY Txed	40	8	0	1	0	0	DL_CQI
0.408929	UE  PHY Txed	40	8	0	1	0	0	DL_HARQ
0.409929	UE  PHY Txed	40	9	0	1	0	0	DL_CQI
0.409929	UE  PHY Txed	40	9	0	1	0	0	DL_HARQ
0.410929	UE  PHY Txed	41	0	0	1	0	0	DL_CQI
0.410929	UE  PHY Txed	41	0	0	1	0	0	DL_HARQ
0.411929	UE  PHY Txed	41	1	0	1	0	0	DL_CQI
0.411929	UE  PHY Txed	41	1	0	1	0	0	DL_HARQ
0.412929	UE  PHY Txed	41	2	0	1	0	0	DL_CQI
0.412929	UE  PHY Txed	41	2	0	1	0	0	DL_HARQ
0.413929	UE  PHY Txed	41	3	0	1	0	0	DL_CQI
0.413929	UE  PHY Txed	41	3	0	1	0	0	DL_HARQ
0.414929	UE  PHY Txed	41	4	0	1	0	0	DL_CQI
0.414929	UE  PHY Txed	41	4	0	1	0	0	DL_HARQ
0.415929	UE  PHY Txed	41	5	0	1	0	0	DL_CQI
0.415929	UE  PHY Txed	41	5	0	1	0	0	DL_HARQ
0.416929	UE  PHY Txed	41	6	0	1	0	0	DL_CQI
0.416929	UE  PHY Txed	41	6	0	1	0	0	DL_HARQ
0.417929	UE  PHY Txed	41	7	0	1	0	0	DL_CQI
0.417929	UE  PHY Txed	41	7	0	1	0	0	DL_HARQ
0.418929	UE  PHY Txed	41	8	0	1	0	0	DL_CQI
0.418929	UE  PHY Txed	41	8	0	1	0	0	DL_HARQ
0.419929	UE  PHY Txed	41	9	0	1	0	0	DL_CQI
0.419929	UE  PHY Txed	41	9	0	1	0	0	DL_HARQ
0.420929	UE  PHY Txed	42	0	0	1	0	0	DL_CQI
0.420929	UE  PHY Txed	42	0	0	1	0	0	DL_HARQ
0.421929	UE  PHY Txed	42	1	0	1	0	0	DL_CQI
0.421929	UE  PHY Txed	42	1	0	1	0	0	DL_HARQ
0.422929	UE  PHY Txed	42	2	0	1	0	0	DL_CQI
0.422929	UE  PHY Txed	42	2	0	1	0	0	DL_HARQ
0.423929	UE  PHY Txed	42	3	0	1	0	0	DL_CQI
0.423929	UE  PHY Txed	42	3	0	1	0	0	DL_HARQ
0.424929	UE  PHY Txed	42	4	0	1	0	0	DL_CQI
0.424929	UE  PHY Txed	42	4	0	1	0	0	DL_HARQ
0.425929	UE  PHY Txed	42	5	0	1	0	0	DL_CQI
0.425929	UE  PHY Txed	42	5	0	1	0	0	DL_HARQ
0.426929	UE  PHY Txed	42	6	0	1	0	0	DL_CQI
0.426929	UE  PHY Txed	42	6	0	1	0	0	DL_HARQ
0.427929	UE  PHY Txed	42	7	0	1	0	0	DL_CQI
0.427929	UE  PHY Txed	42	7	0	1	0	0	DL_HARQ
0.428929	UE  PHY Txed	42	8	0	1	0	0	DL_CQI
0.428929	UE  PHY Txed	42	8	0	1	0	0	DL_HARQ
0.429929	UE  PHY Txed	42	9	0	1	0	0	DL_CQI
0.429929	UE  PHY Txed	42	9	0	1	0	0	DL_HARQ
0.430929	UE  PHY Txed	43	0	0	1	0	0	DL_CQI
0.430929	UE  PHY Txed	43	0	0	1	0	0	DL_HARQ
0.431929	UE  PHY Txed	43	1	0	1	0	0	DL_CQI
0.431929	UE  PHY Txed	43	1	0	1	0	0	DL_HARQ
0.432929	UE  PHY Txed	43	2	0	1	0	0	DL_CQI
0.432929	UE  PHY Txed	43	2	0	1	0	0	DL_HARQ
0.433929	UE  PHY Txed	43	3	0	1	0	0	DL_CQI
0.433929	UE  PHY Txed	43	3	0	1	0	0	DL_HARQ
0.434929	UE  PHY Txed	43	4	0	1	0	0	DL_CQI
0.434929	UE  PHY Txed	43	4	0	1	0	0	DL_HARQ
0.435929	UE  PHY Txed	43	5	0	1	0	0	DL_CQI
0.435929	UE  PHY Txed	43	5	0	1	0	0	DL_HARQ
0.436929	UE  PHY Txed	43	6	0	1	0	0	DL_CQI
0.436929	UE  PHY Txed	43	6	0	1	0	0	DL_HARQ
0.437929	UE  PHY Txed	43	7	0	1	0	0	DL_CQI
0.437929	UE  PHY Txed	43	7	0	1	0	0	DL_HARQ
0.438929	UE  PHY Txed	43	8	0	1	0	0	DL_CQI
0.438929	UE  PHY Txed	43	8	0	1	0	0	DL_HARQ
0.439929	UE  PHY Txed	43	9	0	1	0	0	DL_CQI
0.439929	UE  PHY Txed	43	9	0	1	0	0	DL_HARQ
0.440929	UE  PHY Txed	44	0	0	1	0	0	DL_CQI
0.440929	UE  PHY Txed	44	0	0	1	0	0	DL_HARQ
0.441929	UE  PHY Txed	44	1	0	1	0	0	DL_CQI
0.441929	UE  PHY Txed	44	1	0	1	0	0	DL_HARQ
0.442929	UE  PHY Txed	44	2	0	1	0	0	DL_CQI
0.442929	UE  PHY Txed	44	2	0	1	0	0	DL_HARQ
0.443929	UE  PHY Txed	44	3	0	1	0	0	DL_CQI
0.443929	UE  PHY Txed	44	3	0	1	0	0	DL_HARQ
0.444929	UE  PHY Txed	44	4	0	1	0	0	DL_CQI
0.444929	UE  PHY Txed	44	4	0	1	0	0	DL_HARQ
