Time	Entity	Frame	SF	Slot	nodeId	RNTI	bwpId	MsgType
0.018	gNB PHY Rxed	1	7	0	1	0	0	RACH_PREAMBLE
0.0589286	gNB PHY Rxed	5	8	0	1	0	0	SRS
0.138929	gNB PHY Rxed	13	8	0	1	0	0	SRS
0.218929	gNB PHY Rxed	21	8	0	1	0	0	SRS
0.298929	gNB PHY Rxed	29	8	0	1	0	0	SRS
0.378929	gNB PHY Rxed	37	8	0	1	0	0	SRS
0.406	gNB PHY Rxed	40	5	0	1	1	0	DL_HARQ
0.407	gNB PHY Rxed	40	6	0	1	1	0	DL_CQI
0.407	gNB PHY Rxed	40	6	0	1	1	0	DL_HARQ
0.408	gNB PHY Rxed	40	7	0	1	1	0	DL_CQI
0.408	gNB PHY Rxed	40	7	0	1	1	0	DL_HARQ
0.409	gNB PHY Rxed	40	8	0	1	1	0	DL_CQI
0.409	gNB PHY Rxed	40	8	0	1	1	0	DL_HARQ
0.41	gNB PHY Rxed	40	9	0	1	1	0	DL_CQI
0.41	gNB PHY Rxed	40	9	0	1	1	0	DL_HARQ
0.411	gNB PHY Rxed	41	0	0	1	1	0	DL_CQI
0.411	gNB PHY Rxed	41	0	0	1	1	0	DL_HARQ
0.412	gNB PHY Rxed	41	1	0	1	1	0	DL_CQI
0.412	gNB PHY Rxed	41	1	0	1	1	0	DL_HARQ
0.413	gNB PHY Rxed	41	2	0	1	1	0	DL_CQI
0.413	gNB PHY Rxed	41	2	0	1	1	0	DL_HARQ
0.414	gNB PHY Rxed	41	3	0	1	1	0	DL_CQI
0.414	gNB PHY Rxed	41	3	0	1	1	0	DL_HARQ
0.415	gNB PHY Rxed	41	4	0	1	1	0	DL_CQI
0.415	gNB PHY Rxed	41	4	0	1	1	0	DL_HARQ
0.416	gNB PHY Rxed	41	5	0	1	1	0	DL_CQI
0.416	gNB PHY Rxed	41	5	0	1	1	0	DL_HARQ
0.417	gNB PHY Rxed	41	6	0	1	1	0	DL_CQI
0.417	gNB PHY Rxed	41	6	0	1	1	0	DL_HARQ
0.418	gNB PHY Rxed	41	7	0	1	1	0	DL_CQI
0.418	gNB PHY Rxed	41	7	0	1	1	0	DL_HARQ
0.419	gNB PHY Rxed	41	8	0	1	1	0	DL_CQI
0.419	gNB PHY Rxed	41	8	0	1	1	0	DL_HARQ
0.42	gNB PHY Rxed	41	9	0	1	1	0	DL_CQI
0.42	gNB PHY Rxed	41	9	0	1	1	0	DL_HARQ
0.421	gNB PHY Rxed	42	0	0	1	1	0	DL_CQI
0.421	gNB PHY Rxed	42	0	0	1	1	0	DL_HARQ
0.422	gNB PHY Rxed	42	1	0	1	1	0	DL_CQI
0.422	gNB PHY Rxed	42	1	0	1	1	0	DL_HARQ
0.423	gNB PHY Rxed	42	2	0	1	1	0	DL_CQI
0.423	gNB PHY Rxed	42	2	0	1	1	0	DL_HARQ
0.424	gNB PHY Rxed	42	3	0	1	1	0	DL_CQI
0.424	gNB PHY Rxed	42	3	0	1	1	0	DL_HARQ
0.425	gNB PHY Rxed	42	4	0	1	1	0	DL_CQI
0.425	gNB PHY Rxed	42	4	0	1	1	0	DL_HARQ
0.426	gNB PHY Rxed	42	5	0	1	1	0	DL_CQI
